;;;;;;;;1049/E1500.0001;Übriger Ertrag;1;;;;;;;;;-399'243 CHF;;;
;;;;;;;;1049/E1500.0105;Erträge Zentrale Inkassostelle;1;;;;;-3'282'908 CHF;4'673'623 CHF;344'773 CHF;2'560'439 CHF;5'770'119 CHF;7'472'342 CHF;;4'334'511 CHF
;;;;;;;;1050/A6100.0001;Funktionsaufwand (Globalbudget);1;8'154'775 CHF;7'807'207 CHF;7'538'680 CHF;7'507'272 CHF;7'977'343 CHF;8'890'105 CHF;9'118'931 CHF;9'720'483 CHF;11'456'377 CHF;12'453'481 CHF;13'881'420 CHF;12'463'185 CHF
;;;;;;;;1050/A8100.0001;Sach- und immaterielle Anlagen, Vorräte (Globalbudget);1;;;;8'073 CHF;28'146 CHF;5'881 CHF;73'847 CHF;4'965 CHF;110'703 CHF;65'186 CHF;479'000 CHF;28'011 CHF
;;;;;;;;1050/A8100.0002;Sach- und immaterielle Anlagen, Vorräte (Globalbudget);1;;;;;;;;;;;;
;;;;;;;;1050/E5100.0001;Funktionsertrag (Globalbudget);1;;;;;;;;;;0 CHF;;
;;;;;;;;1051/A6100.0001;Funktionsaufwand (Globalbudget);1;5'240'153 CHF;5'388'022 CHF;6'742'287 CHF;4'776'434 CHF;5'166'216 CHF;5'328'024 CHF;5'551'116 CHF;4'929'322 CHF;5'481'464 CHF;5'351'704 CHF;6'007'200 CHF;4'976'966 CHF
;;;;;;;;1051/A6300.0100;Abnahme des Münzumlaufs;1;3'851'271 CHF;8'386'974 CHF;;;;;;;;;;
;;;;;;;;1051/A6300.0101;Rücklauf Gedenkmünzen früherer Jahre;1;2'127'680 CHF;2'160'000 CHF;2'456'250 CHF;2'005'000 CHF;3'040'000 CHF;1'700'000 CHF;2'925'000 CHF;1'850'000 CHF;2'100'000 CHF;500'000 CHF;2'300'000 CHF;2'935'000 CHF
;;;;;;;;1051/A6300.0109;Einlage Rückstellung Münzumlauf;1;;;;0 CHF;;;;;;;;
;;;;;;;;1051/A8100.0001;Sach- und immaterielle Anlagen, Vorräte (Globalbudget);1;236'184 CHF;132'989 CHF;120'821 CHF;11'931'729 CHF;12'626'148 CHF;8'332'990 CHF;12'636'877 CHF;9'901'087 CHF;8'476'187 CHF;8'891'038 CHF;10'924'100 CHF;8'344'572 CHF
;;;;;;;;1051/E5100.0001;Funktionsertrag (Globalbudget);1;;;;0 CHF;;;;;;;;
;;;;;;;;1051/E5300.0107;Zunahme des Münzumlaufs;1;;;;0 CHF;;;;;;;;
;;;;;;;;1051/E7100.0001;Veräusserung Sach- und immaterielle Anlagen (Globalbudget);1;;;;;;;;;;0 CHF;;
;;;;;;;;1052/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;126'699'120 CHF;129'068'644 CHF;129'602'153 CHF;135'442'754 CHF;137'786'543 CHF;146'125'777 CHF;150'620'236 CHF;150'453'426 CHF;151'072'546 CHF;153'178'389 CHF;152'564'800 CHF;155'263'752 CHF
;;;;;;;;1052/A2109.0001;Übriger Personalaufwand;1;339'782 CHF;315'869 CHF;243'955 CHF;388'922 CHF;329'991 CHF;565'863 CHF;623'058 CHF;626'201 CHF;446'929 CHF;564'039 CHF;809'500 CHF;776'866 CHF
;;;;;;;;1052/A2113.0001;Raummiete;1;;;;;;;;;;;;
;;;;;;;;1052/A2114.0001;Informatik Sachaufwand;1;;;;;878'583 CHF;2'413'098 CHF;2'124'579 CHF;2'587'014 CHF;1'289'125 CHF;1'912'501 CHF;4'980'000 CHF;2'092'640 CHF
;;;;;;;;1052/A2115.0001;Beratungsaufwand;1;178'957 CHF;250'196 CHF;219'298 CHF;320'019 CHF;298'535 CHF;3'821'138 CHF;7'005'229 CHF;1'057'360 CHF;955'818 CHF;613'838 CHF;2'245'600 CHF;659'950 CHF
;;;;;;;;1052/A2119.0001;Übriger Betriebsaufwand;1;6'201'063 CHF;5'970'132 CHF;6'270'668 CHF;7'268'854 CHF;7'079'362 CHF;7'652'076 CHF;7'977'432 CHF;7'804'494 CHF;6'934'045 CHF;6'629'459 CHF;9'721'600 CHF;7'020'856 CHF
;;;;;;;;1052/A2190.0010;Einlage Rückstellungen aufgelaufene Zeitguthaben;1;;;;;;;;;;;;
;;;;;;;;1052/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;8'652'271 CHF;7'724'946 CHF;8'261'610 CHF;8'164'026 CHF;7'752'414 CHF;10'318'146 CHF;18'266'465 CHF;18'045'358 CHF;6'217'009 CHF;3'022'421 CHF;27'000'900 CHF;4'755'483 CHF
;;;;;;;;1052/A4100.0107;Maschinen, Geräte, Fahrzeuge, Einrichtungen;1;32'030 CHF;92'441 CHF;37'364 CHF;38'320 CHF;3'322 CHF;37'715 CHF;38'545 CHF;24'994 CHF;12'440 CHF;25'434 CHF;100'000 CHF;78'204 CHF
;;;;;;;;1052/E1300.0116;Wehrpflichtersatzabgabe;1;;;;;;;;;;;;
;;;;;;;;1053/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;281'772'748 CHF;276'427'897 CHF;272'832'011 CHF;281'206'432 CHF;282'294'841 CHF;298'056'483 CHF;300'434'568 CHF;301'388'798 CHF;305'346'474 CHF;309'140'535 CHF;310'881'780 CHF;313'632'981 CHF
;;;;;;;;1053/A2109.0001;Übriger Personalaufwand;1;1'302'221 CHF;1'365'618 CHF;1'434'283 CHF;1'487'354 CHF;1'789'721 CHF;2'057'757 CHF;1'261'648 CHF;1'477'047 CHF;1'594'497 CHF;1'798'949 CHF;2'003'595 CHF;1'964'626 CHF
;;;;;;;;1053/A2111.0140;Aufwandentschädigungen an Gemeindeackerbaustellen;1;404'187 CHF;397'138 CHF;392'581 CHF;;;;;;;;;
;;;;;;;;1053/A2111.0141;Aufwandentschädigungen Bezug der Nationalstrassenabgabe;1;25'916'220 CHF;26'626'878 CHF;27'319'262 CHF;28'555'840 CHF;30'972'082 CHF;32'437'970 CHF;32'703'035 CHF;34'146'344 CHF;31'435'577 CHF;31'848'948 CHF;33'400'000 CHF;32'885'087 CHF
;;;;;;;;1053/A2111.0142;Aufwandentschädigungen Bezug der Schwerverkehrsabgabe;1;9'851'667 CHF;8'999'287 CHF;8'030'102 CHF;8'192'604 CHF;8'324'624 CHF;8'367'320 CHF;8'370'830 CHF;8'480'485 CHF;8'533'395 CHF;8'215'675 CHF;8'700'000 CHF;8'304'660 CHF
;;;;;;;;1053/A2111.0259;Aufwandentschädigung CO2-Abgabe an Ausgleichskasse;1;;;;;;;;;;;;
;;;;;;;;1053/A2113.0001;Raummiete;1;4'583'806 CHF;4'410'692 CHF;4'666'508 CHF;4'778'338 CHF;5'274'077 CHF;5'721'824 CHF;6'521'946 CHF;6'700'019 CHF;7'557'929 CHF;6'783'375 CHF;8'341'680 CHF;7'419'911 CHF
;;;;;;;;1053/A2114.0001;Informatik Sachaufwand;1;;;;1'980'510 CHF;2'872'492 CHF;3'892'522 CHF;3'997'365 CHF;4'443'225 CHF;4'209'683 CHF;3'512'536 CHF;6'390'650 CHF;2'842'287 CHF
;;;;;;;;1053/A2115.0001;Beratungsaufwand;1;1'050'584 CHF;624'505 CHF;1'229'060 CHF;672'279 CHF;629'487 CHF;586'934 CHF;575'872 CHF;481'508 CHF;295'189 CHF;272'642 CHF;599'920 CHF;257'504 CHF
;;;;;;;;1053/A2119.0001;Übriger Betriebsaufwand;1;36'716'264 CHF;36'514'375 CHF;46'474'123 CHF;37'880'737 CHF;42'875'342 CHF;48'446'258 CHF;48'376'680 CHF;38'551'803 CHF;42'315'810 CHF;40'786'361 CHF;51'460'695 CHF;40'778'802 CHF
;;;;;;;;1053/A2180.0001;Abschreibungen Verwaltungsvermögen;1;;;;;;;;;;;;
;;;;;;;;1053/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;32'056'940 CHF;16'869'975 CHF;18'393'528 CHF;2'181'059 CHF;3'286'181 CHF;2'198'973 CHF;457'187 CHF;1'643'708 CHF;2'094'016 CHF;2'996'874 CHF;15'328'000 CHF;4'422'941 CHF
;;;;;;;;1053/A4100.0106;Investitionsgüter, Maschinen, Geräte, Fahrzeuge;1;;;;10'970'415 CHF;14'553'831 CHF;21'543'606 CHF;13'531'825 CHF;11'491'577 CHF;16'387'195 CHF;11'910'627 CHF;15'935'650 CHF;9'088'954 CHF
;;;;;;;;1053/E1300.0010;Entgelte;1;;;;;;;;;-43'590 CHF;-51'707 CHF;;-55'257 CHF
;;;;;;;;1053/E1500.0101;Mieten;1;;;;0 CHF;0 CHF;;;;;;;
;;;;;;;;1053/E1500.0111;Anderer Ertrag;1;;;;;;;-28'838 CHF;;-72'425 CHF;-39'812 CHF;;-26'146 CHF
;;;;;;;;1054/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;69'695'020 CHF;68'261'772 CHF;70'025'866 CHF;;;;;;;;;
;;;;;;;;1054/A2109.0001;Übriger Personalaufwand;1;2'396'897 CHF;2'272'791 CHF;1'913'775 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0161;Telekommunikationstaxen der allgemeinen Bundesverwaltung;1;62'954'738 CHF;55'033'076 CHF;55'398'848 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0162;Projekt Neues Rechnungsmodell Bund;1;600'633 CHF;1'468'881 CHF;1'439'716 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0163;Projekt Einführung Active Directory Services;1;713'261 CHF;864'365 CHF;857'394 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0164;Projekt Operative Sicherheit;1;432'308 CHF;876'199 CHF;869'791 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0165;Change Projekte;1;910'221 CHF;1'458'861 CHF;1'453'810 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0166;Projekt LAN-Konzepte;1;;137'725 CHF;144'606 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0167;Projekt Standardisierung Büroautomation EFD;1;;1'111'565 CHF;1'133'185 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0169;Projekt Plattform JAVA-Anwendungen;1;;297'000 CHF;289'233 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0170;Projekt Sicherheit Infrastruktur BIT;1;;2'981'703 CHF;3'012'020 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0250;Projekt Aufbau/Überführung Projektvorgaben und -überwachung;1;;;250'039 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0330;Projekt Optimize;1;;;742'305 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0331;Projekt Finanzsteuerung;1;;;123'740 CHF;;;;;;;;;
;;;;;;;;1054/A2111.0332;Projekt Optimierung SAP-Plattformen;1;;;480'015 CHF;;;;;;;;;
;;;;;;;;1054/A2114.0001;Informatik Sachaufwand;1;79'657'010 CHF;69'740'807 CHF;74'141'283 CHF;;;;;;;;;
;;;;;;;;1054/A2119.0001;Übriger Betriebsaufwand;1;791'617 CHF;821'364 CHF;907'881 CHF;;;;;;;;;
;;;;;;;;1054/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;20'729'290 CHF;19'556'910 CHF;14'330'918 CHF;;;;;;;;;
;;;;;;;;1054/A6100.0001;Funktionsaufwand (Globalbudget);1;;;;294'180'183 CHF;305'815'331 CHF;360'249'023 CHF;385'286'500 CHF;399'348'077 CHF;373'128'384 CHF;345'913'709 CHF;284'819'000 CHF;380'799'849 CHF
;;;;;;;;1054/A8100.0001;Sach- und immaterielle Anlagen, Vorräte (Globalbudget);1;;;;31'488'729 CHF;30'544'117 CHF;25'404'780 CHF;22'833'164 CHF;26'084'317 CHF;17'365'559 CHF;11'859'250 CHF;25'200'000 CHF;24'844'518 CHF
;;;;;;;;1054/E5100.0001;Funktionsertrag (Globalbudget);1;;;;;;;;320'000 CHF;;;;
;;;;;;;;1055/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;14'291'840 CHF;14'151'993 CHF;14'102'015 CHF;14'903'961 CHF;15'188'124 CHF;16'562'979 CHF;16'931'815 CHF;16'618'443 CHF;16'736'240 CHF;16'957'296 CHF;18'141'100 CHF;18'396'072 CHF
;;;;;;;;1055/A2109.0001;Übriger Personalaufwand;1;145'889 CHF;97'866 CHF;92'849 CHF;217'729 CHF;301'920 CHF;238'231 CHF;156'172 CHF;328'103 CHF;390'576 CHF;469'065 CHF;490'000 CHF;371'062 CHF
;;;;;;;;1055/A2113.0001;Raummiete;1;;;;18'101 CHF;;;;;;;;
;;;;;;;;1055/A2114.0001;Informatik Sachaufwand;1;419'096 CHF;313'522 CHF;275'210 CHF;366'225 CHF;650'291 CHF;504'908 CHF;339'909 CHF;459'846 CHF;547'883 CHF;428'746 CHF;780'000 CHF;417'690 CHF
;;;;;;;;1055/A2115.0001;Beratungsaufwand;1;987'433 CHF;843'233 CHF;817'052 CHF;724'394 CHF;607'121 CHF;728'169 CHF;648'556 CHF;735'852 CHF;734'668 CHF;859'576 CHF;2'105'000 CHF;1'423'948 CHF
;;;;;;;;1055/A2119.0001;Übriger Betriebsaufwand;1;531'794 CHF;523'995 CHF;485'123 CHF;468'659 CHF;605'402 CHF;639'092 CHF;675'912 CHF;581'581 CHF;556'891 CHF;668'092 CHF;847'000 CHF;702'258 CHF
;;;;;;;;1055/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;207'896 CHF;265'657 CHF;105'953 CHF;67'581 CHF;22'706 CHF;12'581 CHF;28'045 CHF;;;;30'000 CHF;9'073 CHF
;;;;;;;;1057/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;13'383'257 CHF;13'398'828 CHF;13'748'839 CHF;13'227'810 CHF;13'025'716 CHF;15'850'331 CHF;17'175'389 CHF;18'193'890 CHF;19'745'818 CHF;20'406'526 CHF;21'351'000 CHF;22'128'866 CHF
;;;;;;;;1057/A2101.0146;Arbeitgeberleistungen zentral;1;18'241'228 CHF;8'232'659 CHF;9'521'314 CHF;11'409'958 CHF;13'730'874 CHF;5'393'968 CHF;6'021'818 CHF;6'475'177 CHF;7'007'655 CHF;;26'152'902 CHF;6'429'830 CHF
;;;;;;;;1057/A2101.0147;Bundesratsreserve;1;;;;;;;;;;;;
;;;;;;;;1057/A2101.0148;Kredit für besondere Personalkategorien;1;;;;;;;;;;;9'716'719 CHF;
;;;;;;;;1057/A2101.0149;Lohnmassnahmen;1;;;;;;188'816 CHF;;;;;6'770'996 CHF;
;;;;;;;;1057/A2101.0151;Sozialplankosten für vorzeitige Pensionierungen;1;;;;298'108 CHF;226'320 CHF;111'463 CHF;;;29'196 CHF;341'521 CHF;437'558 CHF;22'980 CHF
;;;;;;;;1057/A2109.0001;Übriger Personalaufwand;1;388'974 CHF;72'108 CHF;107'128 CHF;46'113 CHF;86'384 CHF;89'047 CHF;97'817 CHF;161'115 CHF;199'339 CHF;228'946 CHF;158'800 CHF;171'109 CHF
;;;;;;;;1057/A2109.0100;Übriger Personalaufwand zentral;1;27'555'974 CHF;27'583'805 CHF;19'893'243 CHF;18'709'320 CHF;21'021'622 CHF;23'402'776 CHF;18'044'609 CHF;19'141'037 CHF;21'913'970 CHF;25'486'016 CHF;29'841'700 CHF;25'827'263 CHF
;;;;;;;;1057/A2111.0193;Personalinformationssystem Bund;1;2'989'574 CHF;1'255'707 CHF;;;;;;;;;;
;;;;;;;;1057/A2114.0001;Informatik Sachaufwand;1;;;;1'294'356 CHF;661'925 CHF;360'105 CHF;1'140'055 CHF;945'913 CHF;886'404 CHF;498'991 CHF;1'277'100 CHF;293'096 CHF
;;;;;;;;1057/A2115.0001;Beratungsaufwand;1;732'150 CHF;613'542 CHF;519'816 CHF;487'163 CHF;543'927 CHF;433'934 CHF;452'264 CHF;1'038'643 CHF;505'842 CHF;404'931 CHF;490'000 CHF;248'200 CHF
;;;;;;;;1057/A2119.0001;Übriger Betriebsaufwand;1;464'596 CHF;418'455 CHF;445'105 CHF;511'411 CHF;485'408 CHF;480'137 CHF;515'627 CHF;658'131 CHF;686'486 CHF;701'048 CHF;851'400 CHF;917'527 CHF
;;;;;;;;1057/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;3'680'803 CHF;5'144'702 CHF;4'671'139 CHF;;;;;;;990'610 CHF;2'850'200 CHF;1'688'432 CHF
;;;;;;;;1057/E1500.0001;Übriger Ertrag;1;;;;;;;;;;;;
;;;;;;;;1059/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;10'728'444 CHF;11'419'460 CHF;10'613'326 CHF;11'119'921 CHF;11'121'766 CHF;12'365'772 CHF;12'046'429 CHF;12'107'078 CHF;12'720'212 CHF;12'814'691 CHF;12'430'700 CHF;13'290'793 CHF
;;;;;;;;1059/A2100.0104;Ressourcenpool;1;6'671 CHF;6'200 CHF;;;;;;;;;2'155'000 CHF;
;;;;;;;;1059/A2109.0001;Übriger Personalaufwand;1;37'177 CHF;40'138 CHF;89'007 CHF;51'592 CHF;126'566 CHF;137'112 CHF;92'430 CHF;93'062 CHF;111'075 CHF;129'054 CHF;132'000 CHF;100'793 CHF
;;;;;;;;1059/A2114.0001;Informatik Sachaufwand;1;91'504 CHF;5'285'220 CHF;6'094'100 CHF;8'498'381 CHF;11'531'540 CHF;8'128'578 CHF;7'852'408 CHF;8'026'836 CHF;9'988'241 CHF;9'399'629 CHF;10'026'700 CHF;8'732'737 CHF
;;;;;;;;1059/A2115.0001;Beratungsaufwand;1;682'804 CHF;417'175 CHF;185'173 CHF;111'582 CHF;201'422 CHF;194'832 CHF;109'858 CHF;155'852 CHF;240'860 CHF;120'644 CHF;447'200 CHF;177'852 CHF
;;;;;;;;1059/A2119.0001;Übriger Betriebsaufwand;1;176'020 CHF;187'751 CHF;214'087 CHF;404'638 CHF;421'884 CHF;450'273 CHF;538'695 CHF;470'189 CHF;496'254 CHF;130'393'871 CHF;523'200 CHF;400'192 CHF
;;;;;;;;1059/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;5'149'895 CHF;4'583'080 CHF;4'944'032 CHF;;7'371 CHF;3'154'924 CHF;1'350'815 CHF;755'127 CHF;1'160'772 CHF;2'293'861 CHF;5'819'800 CHF;2'984'034 CHF
;;;;;;;;1077/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;9'480'793 CHF;9'220'678 CHF;8'953'327 CHF;9'383'483 CHF;8'277'331 CHF;8'931'682 CHF;9'279'421 CHF;9'719'312 CHF;7'964'988 CHF;8'606'913 CHF;10'555'350 CHF;9'347'799 CHF
;;;;;;;;1077/A2100.0170;Personalbezüge und Arbeitgeberbeiträge Pool-Stellen UVEK;1;30'000 CHF;22'100 CHF;13'000 CHF;;;;;;;;;
;;;;;;;;1077/A2101.0133;Leistungen PKB;1;29'423 CHF;56'399 CHF;50'205 CHF;17'046 CHF;;;;;;;;
;;;;;;;;1077/A2109.0001;Übriger Personalaufwand;1;62'021 CHF;119'345 CHF;134'073 CHF;142'176 CHF;198'970 CHF;145'341 CHF;101'981 CHF;129'012 CHF;72'442 CHF;95'749 CHF;178'815 CHF;91'930 CHF
;;;;;;;;1077/A2114.0001;Informatik Sachaufwand;1;807'000 CHF;878'220 CHF;877'800 CHF;-48'000 CHF;;;;;;;1'115'400 CHF;
;;;;;;;;1077/A2115.0001;Beratungsaufwand;1;8'401'590 CHF;8'309'836 CHF;7'104'524 CHF;1'307'434 CHF;437'934 CHF;638'684 CHF;672'976 CHF;357'652 CHF;304'436 CHF;518'255 CHF;1'128'325 CHF;206'853 CHF
;;;;;;;;1077/A2119.0001;Übriger Betriebsaufwand;1;126'582 CHF;92'416 CHF;275'973 CHF;1'294'997 CHF;1'516'707 CHF;1'508'463 CHF;1'259'563 CHF;1'214'684 CHF;274'980 CHF;489'117 CHF;719'005 CHF;513'738 CHF
;;;;;;;;1077/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;1'568'111 CHF;1'366'034 CHF;1'279'209 CHF;;7'916 CHF;47'785 CHF;;198'816 CHF;;;23'800 CHF;
;;;;;;;;1077/A4100.0124;IT-Investitionen;1;;;;612'268 CHF;562'540 CHF;849'438 CHF;765'181 CHF;89'430 CHF;82'790 CHF;114'585 CHF;1'117'180 CHF;150'677 CHF
;;;;;;;;1078/A2180.0001;Abschreibungen Verwaltungsvermögen;1;;;;;;;;;-16'574 CHF;;;
;;;;;;;;1080/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;1'682'418 CHF;1'667'225 CHF;;;;;;;;;;
;;;;;;;;1080/A2109.0001;Übriger Personalaufwand;1;2'481 CHF;2'246 CHF;;;;;;;;;;
;;;;;;;;1084/A6200.0132;Beiträge an Internationale Organisationen;1;;;;;;;;;;;;
;;;;;;;;1086/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;70'168'902 CHF;68'409'828 CHF;67'375'361 CHF;68'730'239 CHF;70'326'854 CHF;75'544'871 CHF;76'597'889 CHF;77'005'380 CHF;78'378'541 CHF;79'532'201 CHF;81'722'100 CHF;79'953'629 CHF
;;;;;;;;1086/A2109.0001;Übriger Personalaufwand;1;282'126 CHF;299'567 CHF;282'609 CHF;459'743 CHF;742'887 CHF;683'390 CHF;567'296 CHF;678'213 CHF;642'179 CHF;759'572 CHF;937'000 CHF;987'980 CHF
;;;;;;;;1086/A2110.0100;Material-/Warenaufwand;1;52'714'051 CHF;44'788'370 CHF;43'647'432 CHF;18'359'968 CHF;19'287'510 CHF;17'927'215 CHF;17'486'738 CHF;15'407'087 CHF;13'869'753 CHF;12'139'383 CHF;14'113'000 CHF;13'669'311 CHF
;;;;;;;;1086/A2111.0204;Zumiete;1;100'085'713 CHF;95'287'762 CHF;87'693'569 CHF;69'847'910 CHF;89'231'892 CHF;90'963'395 CHF;87'926'764 CHF;104'521'331 CHF;97'370'558 CHF;98'281'101 CHF;106'762'500 CHF;99'343'384 CHF
;;;;;;;;1086/A2111.0205;Immobilien-Betrieb;1;59'041'251 CHF;56'978'309 CHF;60'043'556 CHF;76'832'550 CHF;84'632'731 CHF;90'188'860 CHF;90'336'512 CHF;85'881'322 CHF;90'838'009 CHF;91'210'311 CHF;93'031'200 CHF;91'051'335 CHF
;;;;;;;;1086/A2111.0206;Ausweisschriften;1;20'724'445 CHF;18'727'561 CHF;14'575'431 CHF;6'107'055 CHF;4'655'508 CHF;4'909'618 CHF;5'118'633 CHF;4'846'648 CHF;4'676'526 CHF;5'374'436 CHF;5'380'000 CHF;5'675'937 CHF
;;;;;;;;1086/A2111.0210;Publikationen;1;35'176'972 CHF;29'573'653 CHF;27'667'638 CHF;15'413'106 CHF;19'330'113 CHF;16'787'381 CHF;14'807'701 CHF;14'276'976 CHF;15'454'856 CHF;15'329'274 CHF;16'160'500 CHF;13'663'351 CHF
;;;;;;;;1086/A2114.0001;Informatik Sachaufwand;1;;3'152'183 CHF;2'807'363 CHF;3'009'387 CHF;5'578'920 CHF;6'138'210 CHF;6'347'882 CHF;5'876'667 CHF;4'755'889 CHF;4'312'308 CHF;5'212'000 CHF;3'612'711 CHF
;;;;;;;;1086/A2115.0001;Beratungsaufwand;1;2'028'114 CHF;2'052'511 CHF;2'441'249 CHF;2'709'416 CHF;2'636'351 CHF;2'331'187 CHF;2'419'319 CHF;2'315'925 CHF;2'096'586 CHF;3'091'875 CHF;3'514'300 CHF;3'172'255 CHF
;;;;;;;;1086/A2119.0001;Übriger Betriebsaufwand;1;10'847'889 CHF;10'923'863 CHF;10'938'709 CHF;10'419'305 CHF;8'731'156 CHF;5'516'685 CHF;7'020'118 CHF;8'488'799 CHF;6'902'831 CHF;11'546'827 CHF;14'272'600 CHF;12'928'259 CHF
;;;;;;;;1086/A2180.0001;Abschreibungen Verwaltungsvermögen;1;;;;-163'145 CHF;-2'335'365 CHF;;-19'830'279 CHF;-3'390'068 CHF;3'890'657 CHF;0 CHF;;-1'763'980 CHF
;;;;;;;;1086/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;14'509'492 CHF;273'248 CHF;3'069'881 CHF;;;;;;;316'916 CHF;1'535'000 CHF;399'759 CHF
;;;;;;;;1086/A4100.0117;Übrige Sachinvestitionen;1;;2'635'766 CHF;1'298'550 CHF;557'277 CHF;229'266 CHF;885'444 CHF;3'725'542 CHF;598'593 CHF;1'237'162 CHF;504'863 CHF;815'000 CHF;765'194 CHF
;;;;;;;;1086/A4100.0118;Zivile Bauten;1;230'621'500 CHF;239'984'343 CHF;240'830'025 CHF;221'997'700 CHF;228'696'365 CHF;242'994'351 CHF;226'455'493 CHF;221'974'140 CHF;242'511'928 CHF;258'123'104 CHF;248'280'200 CHF;261'064'455 CHF
;;;;;;;;1086/A4100.0123;Beschaffung an Lager;1;;;;25'690'928 CHF;29'913'699 CHF;30'307'578 CHF;28'833'462 CHF;26'453'217 CHF;28'372'451 CHF;27'770'216 CHF;39'389'000 CHF;30'085'365 CHF
;;;;;;;;1086/E1500.0107;Immobilien-Erträge;1;;;;;;;;736'844 CHF;;;;
;;;;;;;;1093/A6100.0001;Funktionsaufwand (Globalbudget);1;11'500'080 CHF;10'312'935 CHF;9'966'844 CHF;9'760'395 CHF;10'148'968 CHF;12'554'176 CHF;13'231'019 CHF;16'692'720 CHF;19'025'831 CHF;21'799'237 CHF;25'841'200 CHF;24'564'732 CHF
;;;;;;;;1093/A6210.0100;Entschädigungen an Einsatzbetriebe;1;828'080 CHF;913'561 CHF;1'194'861 CHF;1'380'902 CHF;1'495'039 CHF;2'002'567 CHF;2'427'892 CHF;2'780'069 CHF;3'172'866 CHF;3'421'398 CHF;3'800'000 CHF;3'472'744 CHF
;;;;;;;;1093/A6210.0101;Einführungskurse des Zivildienstes;1;2'500 CHF;;;3'283 CHF;2'904 CHF;3'784 CHF;758 CHF;1'934 CHF;1'462 CHF;1'876 CHF;;
;;;;;;;;1093/A6210.0102;Rückvergütung von Sozialhilfen für Härtefälle;1;49 CHF;1'177 CHF;;;;;;;;;;
;;;;;;;;1093/A8100.0001;Sach- und immaterielle Anlagen, Vorräte (Globalbudget);1;;;;;;;323'917 CHF;1'290'748 CHF;803'465 CHF;3'703'512 CHF;2'135'900 CHF;1'770'698 CHF
;;;;;;;;1094/A2100.0001;Personalbezüge und Arbeitgeberbeiträge;1;3'251'703 CHF;3'116'923 CHF;3'087'188 CHF;3'303'842 CHF;3'332'793 CHF;3'577'203 CHF;3'567'982 CHF;3'638'890 CHF;3'688'260 CHF;3'659'069 CHF;3'678'690 CHF;3'695'758 CHF
;;;;;;;;1094/A2109.0001;Übriger Personalaufwand;1;35'064 CHF;32'306 CHF;26'209 CHF;34'926 CHF;51'937 CHF;49'724 CHF;34'464 CHF;29'231 CHF;33'587 CHF;34'010 CHF;44'570 CHF;30'463 CHF
;;;;;;;;1094/A2114.0001;Informatik Sachaufwand;1;;;;163'270 CHF;260'739 CHF;127'826 CHF;83'278 CHF;101'661 CHF;95'795 CHF;240'935 CHF;258'600 CHF;130'666 CHF
;;;;;;;;1094/A2115.0001;Beratungsaufwand;1;2'025'181 CHF;2'159'780 CHF;2'139'417 CHF;1'760'369 CHF;1'467'501 CHF;1'687'756 CHF;2'278'761 CHF;2'297'943 CHF;2'656'427 CHF;2'779'147 CHF;2'744'105 CHF;2'263'885 CHF
;;;;;;;;1094/A2119.0001;Übriger Betriebsaufwand;1;252'934 CHF;260'902 CHF;237'327 CHF;301'866 CHF;352'985 CHF;274'768 CHF;397'768 CHF;315'674 CHF;288'920 CHF;434'392 CHF;552'880 CHF;402'198 CHF
;;;;;;;;1094/A4100.0001;Sach- und immaterielle Anlagen, Vorräte;1;270'297 CHF;230'850 CHF;193'546 CHF;;;100'855 CHF;120'331 CHF;138'561 CHF;84'238 CHF;169'655 CHF;185'890 CHF;120'178 CHF
;;;;;;;;1094/E1400.0001;Finanzertrag;1;;;;;;;;;3'630 CHF;;;
